,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
154,Steamed chestnut bean rice,Mini udon with fried tofu,Seasoned salad with chwinamul and perilla seed,Seasoned salad with garlic stem,Young radish water kimchi,S milk (100ml),S sweet pumpkin rice punch,Beef and aubergine over rice,Shrimp seaweed soup,Seasoned salad with bellflower root,empty,Water kimchi,S beef burdock porridge,S raisin potato bowl,Steamed red bean rice (30),Soy stew,Tomato cheese salad,empty,White kimchi
155,Rice with beans,Tofu shabu-shabu,Seasoned salad with sweet potato stem in soy paste,Seasoned oyster mushroom,Young radish kimchi,S korean melon salad,S beef corn porridge,Steamed sweet rice (add),Mandu (dumpling) soup,Fried mandu (dumpling),Roasted potato with butter,Ponytail radish kimchi,S homestyle banana milk,S rice-based beverage,Steamed pearl barley rice (40),Assorted mushroom stew,Coleslaw,Stir-fried zucchini and dried shrimp,Pickled cucumber
156,Steamed sweet rice,Fried tofu spring onion soup,Stir-fried jukkumi and vegetables in soy sauce,Steamed aubergine in sauce,Kohlrabi watery kimchi,S raisin potato bowl,S sweet potato shake,Pork and cabbage over rice,Noodles in fish soup,Beans cooked in soy sauce,Daikon and pear salad,Pickled beet,S orange juice (sugar-free),empty,Steamed corn rice (30),Mandu (dumpling) chicken stew,Stir-fried dried shrimp and zucchini,Braised pork shanks,Radish kimchi cubes
157,Steamed sweet rice (add),Rich soy paste soup,Seasoned salad with winter cabbage,Seasoned salad with cucumber,Young radish water kimchi,S milk (200ml),S broccoli porridge,Stir-fried rice beef in oyster sauce,Kimchi tofu soup,Omelette with cheese,Cabbage salad (lemon dressing),Sweet radish kimchi,S sweet pumpkin rice punch,Dried persimmon,Steamed chestnut bean rice (30),Crap soup,Pan-fried potato and lotus root,Macaroni and vegetable salad (mayonnaise),Ponytail radish kimchi
158,Steamed black rice (30),Red bean porridge,Stir-fried seafood and vegetables,Pan-fried mushroom,Cucumber kimchi,S walnut milk,S burdock rice ball,Steamed sweet rice and brown rice (30),Kimchi soup with fried tofu,Seasoned salad with cabbage,Cucumber chive salad,Pickled cucumber,S rice-based beverage,S fusilli salad,Deluxe rice with kimchi,Shrimp soup,Seasoned salad with wild chive and salted seaweed,Pan-fried vegetables with lotus root,Water kimchi
159,Steamed sweet rice (30),Napa cabbage soup,Stir-fried zucchini,Stir-fried soft crab and vegetables,Pickled beet,S cheese porridge,S sweet pumpkin salad (mayonnaise),Steamed mung bean rice,Mushroom stew,Stir-fried chicken in soy sauce without bones,Mixed noodles with vegetables,Radish kimchi cubes,S banana shake,S tomato juice,Bulgogi vegetable fried rice,Crown daisy fried fish cake soup,Roasted potato with butter,empty,Ponytail radish kimchi
160,Steamed black rice (40),Veggie soup,Seasoned curled mallow,Stir-fried soft crab and vegetables,Ponytail radish kimchi,S orange juice (sugar-free),S rice porridge,Stir-fried rice with eggs and mushroom,Wild chive soy paste soup,Braised korean kebab in soy sauce,Stir-fried chicken and pyogo mushroom,Radish watery kimchi,S raisin potato bowl,S homestyle blueberry milk,Rice with beans,Spring onion egg soup,Roasted pork,Dried radish,Radish kimchi cubes
161,Beef and aubergine over rice,Mini udon with fried tofu,Seasoned salad with bellflower root,Braised black beans and walnut,Water kimchi,S soft tofu salad (oriental dressing),S sweet potato shake,Steamed pearl barley rice,Potato seaweed soup,Seasoned salad with shepherd's purse,Seasoned winter mushroom,Pickled beet,S rice-based beverage,empty,Steamed red bean rice (30),Young pumpkin soup(clear),Seasoned oyster mushroom,Seasoned salad with sweet potato stem in soy paste,Cucumber kimchi
162,Steamed sweet rice,Cold korean melon seaweed soup,Braised potato with cheese,Seasoned salad with winter cabbage,Ponytail radish kimchi,S peach walnut smoothie,S potato salad,Steamed corn rice (30),Mung bean jelly soup,Steamed aubergine with marinade sauce,Stir-fried zucchini,Young radish water kimchi,S rice punch,S black soy tteokbokki (stir-fried rice cake),Cream spaghetti,empty,Dried radish,empty,Sweet napa cabbage watery kimchi
163,Steamed sweet rice (add),Chicken stew(clear),Braised chicken(breast) in teriyaki sauce,Stir-fried dried shrimp and zucchini,Radish kimchi cubes,S homestyle banana milk,S soft tofu salad (oriental dressing),Steamed red bean rice (30),Dried shrimp curled mallow soy paste soup,Steamed fish and zucchini,Pan-fried clam and broccoli,Pickled beet,S rice-based beverage,S red bean porridge,Beef and aubergine over rice,Oyster mushroom soup,Braised burdock slices and konjac,Stir-fried winter mushroom,Water kimchi
164,Steamed mixed-grain rice,Bokchoy soup,Cabbage salad (sesame dressing),Oi-sobagi,Ponytail radish kimchi,S green plum tea,S milk with misugaru (mixed grain powder),Steamed sorghum rice (30),Corn soup,Pan-fried potato and chive,Rolled omelette,Radish watery kimchi,S korean melon salad,S sweet red bean porridge,Japanese style beef over rice (kyudon),Kimchi soup,Braised beef in soy sauce,Fresh kimchi with chicory,Kohlrabi watery kimchi
165,Steamed corn rice,Assorted mushroom stew,Stir-fried octopus and vegetables in spicy sauce,Stir-fried dried shrimp and zucchini,Cucumber kimchi,S milk (100ml),S beef corn porridge,Steamed red bean rice (30),Young pumpkin soup(clear),Sweet potato mash with nuts,Seasoned oyster mushroom,Sweet radish kimchi,S soft tofu salad (oriental dressing),S rice-based beverage,Beef and aubergine over rice,Mandu (dumpling) soup,Seasoned winter mushroom,Seasoned salad with bellflower root,Radish kimchi cubes
166,Steamed corn rice (30),Zucchini soup(clear),Deep-fried vegetables(sweet potato) with corn,Seasoned salad with spicy bean sprout,Water kimchi,S cream sauce spaghetti,S rice punch,Pork and cabbage over rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Stir-fried zucchini,Ponytail radish kimchi,S sweet potato shake,S raisin potato bowl,Steamed sweet rice,Mandu (dumpling) unpressed tofu stew,(chilli powder-free) braised cutlassfish,Braised burdock slices and konjac,Pickled beet
167,Steamed millet rice,Spicy zucchini soup,Stir-fried chicken and pyogo mushroom,Braised eggs in soy sauce,Sweet napa cabbage watery kimchi,S cheese stick,S macaroni and vegetable salad,Steamed sweet rice and red bean,Red bean porridge,Stir-fried broccoli and nuts,Stir-fried pork and lotus root with glass noodles,Winter cabbage kimchi,S milk (100ml),S rice-based beverage,Steamed sorghum rice (30),Mussel soup(clear),Seasoned salad with winter celery in vinegar marinade,Scrambled eggs,Radish kimchi cubes
168,Steamed chestnut bean rice (40),Curled mallow soup(clear),Stir-fried summer radish,Stir-fried chicken and cabbage,Green onion kimchi,S sweet potato shake,S sweet pumpkin porridge,Steamed chestnut bean rice,Pork back-bone stew,Pan-fried seafood and kimchi,Stir-fried spicy pork with black mushroom and spring onion,Radish watery kimchi,S orange juice,S raisin potato bowl,Stir-fried rice with aubergine and vegetables,Potato soup,Stir-fried webfoot octopus and vegetables,empty,Ponytail radish kimchi
169,Deluxe rice with pyogo mushroom and chwinamul,Pork shoulder kimchi soup,Seasoned curled mallow,Bean sprout and mung bean jelly salad,Water kimchi,S milk with misugaru (mixed grain powder),S soft crab cheese porridge,Steamed sweet rice,Curled mallow and river snail soup,Pan-fried seafood and spring cabbage,Stir-fried sweet potato stem,Young radish kimchi,S soft tofu salad (oriental dressing),S sweet pumpkin rice punch,Steamed brown rice (30),Whole chicken soup,Seasoned salad with winter cabbage,Salted sea lettuce,Perilla leaf kimchi
170,Steamed sweet rice (add),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Braised burdock slices and konjac,Pickled beet,S macaroni and vegetable salad,S tomato juice,Japanese style beef over rice (kyudon),Assorted mushroom stew,Roasted aubergine,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes,S pan-fried vegetables,S homestyle banana milk,Steamed sorghum rice (30),Red bean porridge,Seasoned salad with korean melon and overripe cucumber,Omelette with cheese,Ponytail radish kimchi
171,Steamed red bean rice (30),Octopus soup,Seasoned salad with sweet potato stem in soy paste,Fish cutlet,Cucumber kimchi,S soft tofu salad (oriental dressing),S beef burdock porridge,Steamed corn rice,Mini udon with fried tofu,Seasoned salad with shepherd's purse,empty,Water kimchi,S milk (100ml),S sweet pumpkin rice punch,Beef and aubergine over rice,Oyster mushroom soup,Dried radish,empty,Young radish water kimchi
172,Steamed sorghum rice (30),Assorted mushroom stew,Stir-fried zucchini and dried shrimp,Seasoned oyster mushroom,Pickled cucumber,S rice-based beverage,S homestyle banana milk,Japanese style beef over rice (kyudon),Mandu (dumpling) soup,Seasoned perilla leaf and perilla seed,Seasoned winter mushroom,Radish watery kimchi,S sesame milk soup,S korean melon salad,Steamed chestnut bean rice,Young pumpkin soup(clear),Steamed eggs with sweet pumpkin,empty,Pickled beet
173,Steamed sweet rice,Oyster mushroom soup,(chilli powder-free) seasoned salad with chive and apple,Stir-fried tofu and vegetables in oyster sauce,Water kimchi,S red bean porridge,S sweet potato shake,Steamed corn rice (30),River snail soy paste soup,Seasoned winter mushroom and chive,Seasoned salad with spicy bean sprout,Ponytail radish kimchi,S mango juice,S soft tofu salad (oriental dressing),Beef rice ball with seaweed flakes,Seafood soup,Steamed aubergine in sauce,Seasoned young pumpkin,Radish kimchi cubes
174,Steamed chestnut bean rice (30),Wild chive soy paste soup,Stir-fried tofu and glass noodles,Braised sweet potato and quail eggs,Sweet napa cabbage watery kimchi,S raisin potato bowl,S bokchoy porridge,Steamed chestnut red bean sweet rice,Pork back-bone stew,Seasoned salad with cold chicken,Seasoned oyster mushroom,Green onion kimchi,S homestyle strawberry milk,S rice-based beverage,Stir-fried rice with eggs and mushroom,Curled mallow soup(clear),Seasoned salad with winter celery in vinegar marinade,Stir-fried summer radish,Cucumber kimchi
175,Steamed red bean rice (30),Mandu (dumpling) soup,Seasoned winter mushroom and chive,Vegetable croquette,Pickled beet,S korean melon salad,S tomato juice,Steamed sweet rice (add),Anchovy soy paste soup,Seasoned salad with sweet potato stem in soy paste,Braised burdock slices and konjac,Radish kimchi cubes,S homestyle banana milk,empty,Beef and aubergine over rice,Mini-ball rice cake seaweed soup,Seasoned salad with korean melon and overripe cucumber,Stir-fried zucchini and dried shrimp,Water kimchi
176,Steamed sweet potato rice (40),Short rib beef soup(plate),Dried radish,Stir-fried zucchini and onion,Radish watery kimchi,S orange juice (sugar-free),S raisin potato bowl,Steamed chestnut red bean sweet rice,Shrimp spinach soup,Cabbage salad (lemon dressing),Steamed seafood and sweet pumpkin,Pickled korean style daikon,S stir-fried rice with burdock and vegetables,S milk with misugaru (mixed grain powder),Shrimp cream spaghetti,empty,Deep-fried spring rolls,Roasted pork with sweet rice,Sweet napa cabbage watery kimchi
177,Steamed chestnut bean rice (30),Zucchini salted shrimp soup,Seasoned oyster mushroom,Seasoned salad with spicy bean sprout,Water kimchi,S walnut milk,S anchovy porridge,Bibimbap with summer radish,Oyster mushroom soup,Daikon and pear salad,Steamed aubergine with marinade sauce,Young radish kimchi,S rice-based beverage,S soft tofu salad (oriental dressing),Steamed sweet rice,Red bean porridge,Steamed aubergine in sauce,Deep-fried chicken,Ponytail radish kimchi
178,Steamed sorghum rice (30),Mandu (dumpling) soup,Vegetable croquette,Seasoned winter mushroom,Young radish water kimchi,S milk (100ml),S sweet pumpkin cream risotto,Japanese style beef over rice (kyudon),Young pumpkin soup(clear),Sedum and black sesame salad,Braised burdock slices and konjac,Pickled beet,S tomato juice,S raisin potato bowl,Steamed sweet rice (add),Mini-ball rice cake seaweed soup,Stir-fried zucchini and dried shrimp,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
179,Steamed red bean rice (30),Clam sea lettuce soup,Dried radish,Seasoned shepherd's purse,Ponytail radish kimchi,S misugaru (mixed grain powder),S homestyle banana milk,Curried rice with chicken and potato + marinade sauce,Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,empty,Cucumber kimchi,S macaroni and vegetable salad,S beef burdock porridge,Steamed chestnut bean rice,Tofu shabu-shabu,Stir-fried dried shrimp and zucchini,empty,Water kimchi
180,Stir-fried rice with aubergine and vegetables,Red bean porridge,Stir-fried summer radish,Seasoned salad with cold chicken,Radish kimchi cubes,S soft tofu salad (oriental dressing),S homestyle strawberry milk,Steamed sorghum rice (30),Pork back-bone stew,Seasoned salad with winter celery in vinegar marinade,Stir-fried tofu and glass noodles,Green onion kimchi,S bokchoy porridge,S rice-based beverage,Steamed chestnut red bean sweet rice,Napa cabbage soy paste soup,Pan-fried seafood and kimchi,Braised sweet potato and quail eggs,Young radish water kimchi
181,Steamed sweet rice (add),Clam soy paste stew,Vegetable croquette,Seasoned winter mushroom and chive,Ponytail radish kimchi,S milk (100ml),S green plum tea,Steamed red bean rice (30),Assorted mushroom stew,Dried radish,Seasoned bellflower root,Kohlrabi watery kimchi,S rice with hot acorn jelly soup,S cucumber carrot stick,Beef and aubergine over rice,Sweet rice dough soup,Braised potato with cheese,Stir-fried beef and bokchoy,Radish watery kimchi
182,Steamed sweet rice and red bean,Unpressedtofu stew,Pan-fried brown kelp and potato,Stir-fried zucchini with bean powder,Pickled beet,S barley tea,S milk with misugaru (mixed grain powder),Steamed chestnut red bean sweet rice (30),Wild chive soup,Seasoned salad with paprika in yuzu marinade,Steamed eggs with shrimp,Young radish kimchi,S sesame veggie porridge,S soft tofu salad (oriental dressing),Steamed sweet rice,Dried shrimp spinach soup,Braised chicken drumsticks and beef in soy sauce,Stir-fried smoked duck and sweet pumpkin,Radish kimchi cubes
183,Steamed black rice (30),Young pumpkin soup(clear),Stir-fried dried shrimp and zucchini,Lotus root and black sesame salad,Ponytail radish kimchi,S banana shake,S acorn jelly soup,Japanese style beef over rice (kyudon),Assorted mushroom stew,Vegetable croquette,Pan-fried pollack(sliced),Water kimchi,S raisin potato bowl,S rice-based beverage,Steamed chestnut bean rice (30),Mini-ball rice cake seaweed soup,Seasoned winter mushroom and chive,Stir-fried spring parsley,Cucumber kimchi
184,Beef and aubergine over rice,Red bean porridge,Braised beef and burdock,Stir-fried zucchini and dried shrimp,Radish kimchi cubes,S tomato juice,S soft tofu salad (oriental dressing),Rice with beans (40),Octopus soup,Deep-fried shrimp in spicy sauce,empty,Young radish water kimchi,S homestyle banana milk,empty,Steamed sweet rice (add),Fried tofu spring onion soup,Seasoned salad with shepherd's purse,empty,Pickled beet
185,Steamed corn rice (30),Bean sprout beef stew,Salted sea lettuce,Stir-fried zucchini,Ponytail radish kimchi,S raisin potato bowl,S peach walnut smoothie,Steamed sweet rice and red bean,Oyster mushroom soup,Seasoned salad with chwinamul(dried),Pork stir-fried with black bean paste,Water kimchi,S rice-based beverage,S mushroom veggie porridge,Steamed red bean sweet rice,Seaweed mandu (dumpling) soup,(chilli powder-free) seasoned salad with chive and apple,Seasoned salad with sweet potato stem in soy paste,Young radish kimchi
186,Steamed sweet rice,Tofu shabu-shabu,Daikon and pear salad,Seasoned salad with spicy bean sprout,Young radish water kimchi,S beef seaweed porridge,S soft tofu salad (oriental dressing),Steamed red bean rice (30),Zucchini soup(clear),Seasoned oyster mushroom,Stir-fried jukkumi and vegetables in soy sauce,Radish kimchi cubes,S sweet pumpkin rice punch,S sweet potato shake,Pork and cabbage over rice,Mandu (dumpling) chicken stew,Pan-fried seafood and spring cabbage,Bean sprout and mung bean jelly salad,Seasoned salad with pickled daikon
