,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
180,Steamed sweet rice (add),Clear napa cabbage soup,Grilled atka mackerel(fielet),Sea spurrey,Radish kimchi cubes,S strawberry (100g),S milk (100ml),Pork and cabbage over rice,Kimchi tofu soup,Macaroni and vegetable salad (mayonnaise),empty,Pickled beet,S potato raisin salad,S homestyle blueberry milk,Steamed red bean rice (40),Shrimp seaweed soup,Steamed pork rib,Seasoned salad with cucumber,White kimchi
181,Steamed black rice (40),Tofu potato soup,Braised konjac and quail eggs,Pan-fried dried sea lettuce,Water kimchi,S muffin,S orange juice (sugar-free),Beef rice ball with seaweed flakes,Zucchini soup,Parboiled cuttlefish and broccoli,empty,Radish kimchi cubes,S soft tofu salad (oriental dressing),S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Shrimp spinach soup,Stir-fried chicken drumsticks and paprika,Cabbage wraps,Water kimchi
182,Steamed corn rice,Fried fish cake soup,Braised anchovy and sweet napa cabbage,Stir-fried zucchini,Radish kimchi cubes,S dried persimmon,S solomon's seal tea,Pork rice bowl with stir-fried vegetables,Soy paste soup,Cabbage salad (thousand island dressing),empty,Pickled beet,S fruit salad,S milk (200ml),Steamed sweet rice,Non spicy beef stew,Braised pork roll with rice cake and paprika,Dried radish,White kimchi
183,Steamed sweet potato rice (30),Seaweed soup,Stir-fried dried shrimp and zucchini,Seasoned oyster mushroom,Kohlrabi watery kimchi,S banana apple kiwi salad,S yoghurt (100ml),Cuttlefish veggie rice bowl,Spring onion salted seaweed soup,Braised burdock slices and konjac,Vegetable croquette,Radish kimchi cubes,S soft tofu salad (oriental dressing),S homestyle banana milk,Steamed sweet rice and red bean,Mandu (dumpling) soup,Stir-fried chicken and pyogo mushroom,Seasoned broccoli,White kimchi
184,Steamed sorghum rice (30),Mandu (dumpling) soup,Braised burdock slices and konjac,Stir-fried potato(shredded),Cucumber kimchi,S steamed rice cake with chestnut (40g),S milk (100ml),Barbequed beef rice bowl with fried tofu,Young pumpkin soup(clear),Pan-fried seafood and chive,Daikon salad,Pickled beet,S potato salad,S homestyle banana milk,Steamed chestnut bean rice (30),Tofu shabu-shabu,Parboiled cuttlefish,Seasoned winter mushroom,White kimchi
185,Steamed corn rice (40),Unpressed soup (mild flavor),Stir-fried beef and pineapple,Seasoned salad with sweet potato stem in soy paste,Water kimchi,empty,S homestyle banana milk,Tuna-mayo rice bowl,Miso paste broth,Roasted chicken drumstick,Lettuce salad in yuzu marinade,Pickled beet,S steamed sweet potato,S milk (200ml),Steamed sweet rice,Oyster tofu soup,Mini pork cutlet,Seasoned salad with paprika in yuzu marinade,Radish kimchi cubes
186,Steamed chestnut bean rice,Seaweed fulvescens tofu soup,Steamed eggs with three-color vegetables,Braised burdock slices and konjac,Radish kimchi cubes,S red bean porridge,S rice-based beverage,Pork and cabbage over rice,Sakhalin surf-clam soup,Pan-fried winter mushroom,empty,White kimchi,S fruit salad,S milk (200ml),Steamed pearl barley rice,Spring onion bean sprout soup,Stir-fried barbequed beef and mushroom,Sea spurrey,Water kimchi
187,Steamed red bean rice (40),Zucchini  soup,Braised saesongyi mushroom and eggs in soy sauce,Seasoned oyster mushroom,Sweet napa cabbage watery kimchi,S apple (50g),S sweet potato shake,Stir-fried rice with chicken breast and paprika,Spring onion salted seaweed soup,Vegetable croquette,Vagetable salad (oriental dressing),White kimchi,S carrot and tofu snack,S milk (200ml),Steamed sweet rice,Cuttlefish daikon soup(clear),Grilled smoked duck,Chive and onion salad,White kimchi
188,Steamed sweet rice (add),Mandu (dumpling) soup,Stir-fried zucchini and dried shrimp,Seasoned winter mushroom,Pickled beet,S red bean porridge,S rice-based beverage,Beef bulgogi over rice,Spring onion egg  soup,(chilli powder-free) seasoned salad with acorn jelly,empty,Radish kimchi cubes,S soft tofu salad (oriental dressing),S homestyle banana milk,Steamed sorghum rice (30),Tofu soup,Grilled short rib patties(pork),Seasoned salad with chive and pear,White kimchi
189,Steamed corn rice,Chard soup(clear),Stir-fried chicken breast with three-color paprika,Seasoned oyster mushroom,Sweet radish kimchi,S banana (50g),S milk (200ml),Pork and cabbage over rice,Konjac fried fish paste soup,Braised tomato tofu and daikon,empty,Radish kimchi cubes,S raisin potato bowl,S milk (200ml),Steamed sweet rice,Bean sprout soup,(chilli powder-free) braised cutlassfish,Stir-fried zucchini,Water kimchi
190,Steamed chestnut bean rice (30),Mugwort soy paste soup,Braised spanish mackerel,(chilli powder-free) seasoned salad with chive and apple,White kimchi,S sweet pumpkin steamed rice cake,S homestyle blueberry milk,Chicken-mayo rice bowl,Spring onion egg  soup,Fruit salad,empty,Radish kimchi cubes,S orange (50g),S banana shake,Steamed sweet rice (add),Kimchi tofu soup,Steamed cockle,Seasoned spring cabbage,Water kimchi
191,Steamed sorghum rice (40),Oyster mushroom soup,Rolled omelette with perilla leaves,Stir-fried zucchini and dried shrimp,White kimchi,S red bean porridge,S milk (100ml),Stir-fried rice with broccoli and vegetables,Tofu shabu-shabu,Braised burdock slices and konjac,Seasoned salad with paprika in yuzu marinade,Water kimchi,S raisin potato bowl,S homestyle banana milk,Steamed chestnut bean rice,Bean sprout beef stew,Grilled mackerel in curry(fielet),Seasoned sweet napa cabbage,Radish kimchi cubes
192,Steamed corn rice,Daikon soy paste soup,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with green bean sprout and salted seaweed,Ponytail radish kimchi,S rice cracker,S milk (150ml),Pork and cabbage over rice,Kimchi soup(clear),Parboiled cuttlefish and broccoli,empty,Radish kimchi cubes,S mandarin (80g),S milk with misugaru (mixed grain powder),Steamed sweet rice,Rich soy paste stew,Pan-fried meat dumpling,Seasoned herbs with aubergine,White kimchi
193,Steamed chestnut bean rice (30),Zucchini salted shrimp soup,Pan-fried winter mushroom with eggs,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S fruit salad,S milk (200ml),Steamed rice with pyogo mushroom and bean sprout,Tofu shabu-shabu,Steamed mandu (dumpling),Seasoned salad with paprika in yuzu marinade,Napa cabbage kimchi,S aglio e olio spaghetti,S orange juice,Steamed pearl barley rice,Shredded radish soup,Steamed halibut,Seasoned salad with pepper leaf in soy paste,White kimchi
194,Steamed sweet rice,Zucchini  soup,Braised chicken and potato,Stir-fried spring parsley,White kimchi,empty,S milk with misugaru (mixed grain powder),Stir-fried rice with eggs and mushroom,Young pumpkin soup(clear),Braised semi dried pollack in sweet soy sauce,Coleslaw,Radish kimchi cubes,S melon (50g),S sweet pumpkin rice punch,Steamed brown rice,Tuna seaweed soup,Pan-fried meat ball,Seasoned curled mallow,Water kimchi
195,Steamed sorghum rice (30),Unpressedtofu stew,Braised burdock slices and konjac,Stir-fried dried shrimp and zucchini,Radish kimchi cubes,S sweet pumpkin porridge,S rice-based beverage,Bulgogi vegetable fried rice,Egg spring onion soup,Sweet and sour shiitake mushroom,Seasoned salad with paprika in soy red chilli paste,Pickled beet,S soft tofu salad (oriental dressing),S homestyle blueberry milk,Steamed chestnut bean rice,Assorted mushroom stew,Grilled atka mackerel in curry,Seasoned salad with perilla leaves in vinegar marinade,Water kimchi
196,Rice (extra),Oyster mushroom soup(clear),Stir-fried chicken and bokchoy,Steamed aubergine in sauce,Water kimchi,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S orange juice (sugar-free),Steamed sweet rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with cabbage in yuzu marinade,Radish kimchi cubes,S apple (50g),S milk (200ml),Steamed rice with black beans,Clam soup,Braised pork roll with rice cake in soy sauce,Seasoned spinach,White kimchi
197,Steamed red bean rice (40),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Seasoned salad with oyster mushroom,Napa cabbage kimchi,S egg porridge,S rice-based beverage,Curried rice with tofu,Curled mallow soy paste stew,Deep-fried cuttlefish rings,empty,Radish kimchi cubes,S soft tofu salad (oriental dressing),S homestyle blueberry milk,Steamed pearl barley rice,Chicken stew,Grilled spanish mackerel in yuzu marinade,Seasoned salad with aubergine,White kimchi
198,Steamed chestnut rice,Brown kelp and potato soup,Stir-fried soft crab and vegetables,Pan-fried mushroom,Water kimchi,empty,S banana shake,Stir-fried rice with cherry tomato and shrimp,Shredded radish onion soup,Mixed noodles with vegetables,Deep-fried spring rolls,Radish kimchi cubes,S steamed corn,S milk with misugaru (mixed grain powder),Steamed mung bean rice,Sujebi with potato soup,Stir-fried chicken in soy sauce without bones,Seasoned salad with cabbage in yuzu marinade,Water kimchi
199,Steamed corn rice,Potato zucchini soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned oyster mushroom,Sweet napa cabbage watery kimchi,S milk (100ml),S banana (50g),Pork and cabbage over rice,Shredded radish soup,Pan-fried dried shrimp and curled mallow,Cucumber and tomato salad (balsamic vinegar dressing),Water kimchi,S cheese stick,S orange juice,Steamed sweet rice,Tofu shabu-shabu,Braised pork shanks,Seasoned salad with lettuce and acorn jelly and vegetables,White kimchi
200,Steamed red bean rice (30),Beef radish soup,Braised burdock slices and konjac,Stir-fried sweet potato stem,Ponytail radish kimchi,S yakgwa (honey cookie),S orange juice,Stir-fried rice with white kimchi,Soy paste soup,Mini pork cutlet,Seasoned salad with sedum in yuzu marinade,Radish kimchi cubes,S potato salad,S milk (200ml),Steamed pearl barley rice,Pollack(fielet) soup,Stir-fried pork and chive with glass noodles,Seasoned saesongyi mushroom,Water kimchi
201,Steamed mung bean rice,Mushroom chive soup,Fried eggs,Seasoned salad with green bean sprout and salted seaweed,White kimchi,S red bean porridge,S orange juice (sugar-free),Stir-fried rice with cherry tomato and shrimp,Young pumpkin and onion soup,Sweet potato mattang in yuzu sauce,empty,Radish kimchi cubes,S soft tofu salad (oriental dressing),S milk (200ml),Steamed sweet rice,Potato dough soup,Barbequed beef,Stir-fried zucchini and carrot,White kimchi
202,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried zucchini and dried shrimp,Seasoned oyster mushroom,White kimchi,S apple (50g),S milk (100ml),Stir-fried rice with bacon and vegetables,Miso paste broth,Macaroni corn salad,Vegetable croquette,Pickled beet,empty,S sweet potato shake,Steamed sorghum rice (30),Kimchi soup(clear),Steamed chicken with vegetables,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
203,Steamed sweet rice,Kimchi soup(clear),Stir-fried potato and fried fish paste,Stir-fried oyster mushroom and carrot,Radish kimchi cubes,S sweet pumpkin porridge,empty,Stir-fried rice with perilla leaves,Spring onion egg  soup,Seasoned mandu (dumpling),empty,Pickled beet,S soft tofu salad (oriental dressing),S milk (200ml),Steamed brown rice (40),Potato dough soup,Pan-fried vegetables with tuna,Seasoned salad with cabbage in yuzu marinade,Water kimchi
204,Steamed barley rice (30),Dried radish leaf soy paste soup,Pan-fried mung bean,Seasoned salad with dried cuttlefish and dried radish,Perilla leaf kimchi,S steamed corn,S orange juice (sugar-free),Steamed sorghum rice,Veggie soup,Pork cutlet,Sprout salad,Radish kimchi cubes,S snow white rice cake,S milk (100ml),Steamed pearl barley rice,River snail soy paste soup,Stir-fried seafood and vegetables,Salted seaweed,White kimchi
205,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried zucchini and dried shrimp,Seasoned salad with sweet potato stem in soy paste,Water kimchi,empty,S homestyle strawberry milk,Beef and aubergine over rice,Oyster mushroom soup,Vegetable croquette,empty,Cucumber kimchi,S soft tofu salad (oriental dressing),S orange juice (sugar-free),Steamed sorghum rice (30),Bean sprout beef stew,Parboiled cuttlefish and broccoli,Braised burdock,White kimchi
206,Steamed corn rice (30),Shredded dried pollack soup,Stir-fried zucchini,Pan-fried brown kelp and potato,Young radish kimchi,S homestyle blueberry milk,empty,Shrimp cream spaghetti,Soy paste soup,Chicken cutlet,Macaroni and vegetable salad (mayonnaise),Pickled beet,S snow white rice cake,S sweet pumpkin rice punch,Steamed mung bean rice (30),Chicken bone soup,Seasoned salad with broccoli and cuttlefish,Seasoned saesongyi mushroom,Radish kimchi cubes
207,Steamed rice with black beans,Tofu zucchini soup,Grilled atka mackerel(fielet),Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S sweet red bean porridge,S milk (100ml),Shrimp mushroom rice bowl,Soy paste soup,Seasoned salad with sedum in yuzu marinade,empty,Kohlrabi watery kimchi,S cheese stick,S orange juice,Steamed pearl barley rice,Bean sprout soup,Stir-fried smoked duck and green bean sprout,Daikon and pear salad,White kimchi
208,Steamed rice (30),Mandu (dumpling) soup,Quail eggs boiled down in soy sauce,Seasoned spinach,Water kimchi,S snow white rice cake,S milk (100ml),Stir-fried rice with broccoli and vegetables,Assorted mushroom stew,Boneless chicken steak with sauce,empty,Pickled beet,S raisin potato bowl,S homestyle blueberry milk,Steamed sweet rice,Young pumpkin soup(clear),Tofu nuggets,Seasoned winter mushroom,Radish kimchi cubes
209,Steamed corn rice,Dried pollack radish soup,Braised tofu in marinade sauce,Seasoned perilla leaf,White kimchi,empty,S homestyle blueberry milk,Bibimbap with summer radish,Marsh snaill soy paste soup,Fried mandu (dumpling),empty,Water kimchi,S cheese,S banana (100g),Steamed sweet rice,Winter mushroom soup,Chicken chop steak,Lettuce salad,Pickled beet
210,Steamed mixed-grain rice (30),Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Braised burdock slices and konjac,Water kimchi,S raisin potato bowl,S homestyle banana milk,Bulgogi vegetable fried rice,Cold seaweed soup,Pan-fried dried shrimp and curled mallow,empty,Radish kimchi cubes,S aglio e olio spaghetti,S orange juice,Steamed pearl barley rice,Tofu shabu-shabu,Spinach frittata,Beans cooked in soy sauce,White kimchi
211,Steamed rice,Soy puree soup,Pan-fried mushroom,Dried radish,White kimchi,S cucumber carrot stick,S milk (200ml),Bulgogi vegetable fried rice,Udon (white wheat noodles) soup without noodles,Stir-fried soft crab and vegetables,empty,Radish kimchi cubes,S cheese porridge,S tomato juice,Steamed mixed-grain rice,Little neck clam soy paste soup,Stir-fried chicken in soy sauce without bones,Lotus root and black sesame salad,Water kimchi
212,Steamed corn rice (30),Mandu (dumpling) soup,Seasoned salad with sweet potato stem in soy paste,Pan-fried shrimp and vegetables,Water kimchi,S raisin potato bowl,S homestyle strawberry milk,Pork and cabbage over rice,Oyster mushroom soup,Sedum and black sesame salad,empty,Radish kimchi cubes,S sweet pumpkin cream risotto,S orange juice,Steamed sweet rice,Tofu shabu-shabu,Parboiled cuttlefish,Steamed aubergine in sauce,White kimchi
213,Rice (extra),Salted seaweed soup,Braised beef in soy sauce,Stir-fried three-color potato,Water kimchi,empty,S milk with misugaru (mixed grain powder),Steamed mixed-grain rice,Octopus soup,Barbequed beef and bokchoy,Fresh kimchi with chicory,White kimchi,S red bean porridge,S apple (35g),Steamed brown rice (40),Pork back-bone stew,Grilled tofu + marinade sauce,Seasoned salad with broccoli in red chilli paste with vinegar,Radish kimchi cubes
214,Steamed rice (30),Mandu (dumpling) soup,Stir-fried zucchini and salted shrimp,Braised black beans,Water kimchi,S raisin potato bowl,S milk (100ml),Paprika rice ball with fried tofu,Mini-udon (white wheat noodles),Sausage rice cake skewers,empty,Water kimchi,S sweet pumpkin cream risotto,S yakult,Steamed chestnut bean rice,Clear napa cabbage soup,Royal-style tteokbokki (stir-fried rice cake),Seasoned cucumber,Radish kimchi cubes
215,Steamed sweet rice,Sakhalin surf-clam and seaweed soup,Stir-fried zucchini and dried shrimp,Seasoned winter mushroom,Radish kimchi cubes,S soft tofu salad (oriental dressing),S milk (100ml),Stir-fried rice with smoked duck,Miso paste broth,Vegetable croquette,empty,Radish kimchi cubes,S steamed potato,S homestyle banana milk,Steamed red bean rice,Tofu shabu-shabu,Stir-fried beef and bokchoy,Seasoned salad with oyster mushroom,White kimchi
