,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
193,Steamed sorghum rice,Assorted fried fish paste soup,Seasoned salad with cuttlefish in vinegar marinade,Stir-fried broccoli and nuts,Winter cabbage kimchi,S blueberry (50g),S rice-based beverage,Curried rice with beef,Udon (white wheat noodles) soup without noodles,Tofu tuna salad (yuzu dressing),Roasted potato with butter,Pickled beet,S kiwi (50g),S yakult,Steamed millet rice,Pork back-bone stew,Grilled atka mackerel in sweet soy sauce,Stir-fried bacon and paprika,White kimchi
194,Steamed chestnut rice (40),Shredded radish onion soup,Stir-fried potato and fried fish paste,Seasoned salad with sea lettuce,Radish kimchi cubes,S carrot soup,S yoghurt (100ml),Shrimp cream spaghetti,Fried tofu miso soup,Vegetable croquette,empty,Pickled beet,S strawberry jam bread,S grape juice,Steamed sorghum rice,Mushroom stew,Grilled spanish mackerel in yuzu marinade,Stir-fried zucchini,Ponytail radish kimchi
195,Steamed corn rice (30),Clam and seaweed soup,Stir-fried bacon and shredded potato,Seasoned oyster mushroom,Young radish water kimchi,S kiwi (50g),S yoghurt (100ml),Beef and aubergine over rice,Miso paste soup,Chicken nuggets + tomato ketchup,empty,Radish kimchi cubes,S sweet pumpkin steamed rice cake,S milk (100ml),Steamed sweet rice,Mushroom beef stew,Steamed octopus with rice cake,Pan-fried kimchi in soy puree,Pickled beet
196,Steamed chestnut bean rice,Curled mallow soup(clear),Stir-fried chicken and cabbage,Tofu with summer radish,Green onion kimchi,S cheese,S orange juice,Stir-fried rice with aubergine and vegetables,Potato soup,Pan-fried seafood and kimchi,Corn salad,Radish watery kimchi,S raisin potato bowl,S homestyle strawberry milk,Steamed sweet rice and red bean,Pork back-bone stew,Stir-fried webfoot octopus and vegetables,Seasoned salad with bean sprout and salted seaweed,Radish kimchi cubes
197,Steamed rice,Mandu (dumpling) soup,Pan-fried dried shrimp and curled mallow,Braised burdock slices and konjac,Cucumber kimchi,S banana (50g),empty,Beef vegetable fried rice,Zucchini tofu salted shrimp soup,Sweet potato mattang,Green salad,Radish kimchi cubes,S strawberry (100g),S milk (100ml),Beef and aubergine over rice,Assorted mushroom stew,Stir-fried jukkumi and vegetables in soy sauce,Seasoned spinach,Sweet radish kimchi
198,Steamed chestnut bean rice (30),Red bean porridge,Seasoned salad with sweet potato stem in soy paste,Braised black beans,Perilla leaf kimchi,S milk (100ml),empty,Steamed sweet rice,Brown kelp and potato soup,Fish dumpling,empty,Radish kimchi cubes,S orange (50g),S homestyle strawberry milk,Steamed pearl barley rice,Mandu (dumpling) unpressed tofu stew,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with dried cuttlefish and dried radish,Pickled beet
199,Steamed red bean rice (30),Assorted mushroom stew,Pan-fried dried shrimp and curled mallow,Seasoned salad with perilla seeds and shrimp,White kimchi,S blueberry (50g),S yoghurt (100ml),Steamed red bean rice,Crab soup,Pork sirloin dumpling + sauce,Macaroni and vegetable salad (mayonnaise),Radish kimchi cubes,S cranberry sweet rice cake,S lemon juice,Steamed sweet rice,Chicken mushroom soup (clear),Braised pork roll with rice cake and paprika,Seasoned water dropwort and green bean sprout,Water kimchi
200,Steamed corn rice (30),Seaweed soup(clear),Braised halibut and daikon,Seasoned oyster mushroom,Napa cabbage kimchi,S strawberry (100g),S yoghurt (100ml),Pork black bean paste rice,Egg spring onion soup,Steamed mandu (dumpling),Seasoned winter mushroom,Radish kimchi cubes,S strawberry jam bread,S milk (100ml),Steamed sweet rice,Perilla seed mushroom soup,Braised shrimp bowl,Lettuce salad in yuzu marinade,Napa cabbage kimchi
201,Stir-fried rice with kimchi and cheese,Fried tofu spring onion soup,Scrambled eggs with tomato,Banana apple kiwi salad,Pickled beet,S kiwi (50g),S sweet pumpkin rice punch,Steamed corn rice,Mandu (dumpling) soup,Pork stir-fried with soy sauce,Stir-fried zucchini with bean powder,White kimchi,S raisin potato bowl,S orange juice,Steamed sweet rice,Kimchi soup with frozen and dried pollack,Boiled and cooled pork slices,Seasoned salad with paprika in soy red chilli paste,Ponytail radish kimchi
202,Steamed red bean rice,Brown kelp and potato soup,Stir-fried beef tenderloin and mushroom,Seasoned butterbur,Pickled beet,S grape tomato(35g),S rice punch,Steamed sweet rice,Beef winter cabbage soup,Grilled tofu in teriyaki sauce(soy sauce),Seasoned winter mushroom and chive,White kimchi,empty,S homestyle blueberry milk,Curried rice with chicken and potato + marinade sauce,Carrot soup,Potato gratin,Vegetable salad,White kimchi
203,Beef rice ball with seaweed flakes,Miso paste broth,Stir-fried tofu and vegetables in oyster sauce,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S milk with misugaru (mixed grain powder),S sweet potato shake,Steamed pearl barley rice,River snail soy paste soup,Stir-fried pork and korean-leeks,Seasoned salad with bean sprout,Ponytail radish kimchi,S sweet green tea and chestnut jelly,S milk (100ml),Steamed sweet rice,Seafood soup,Grilled mackerel in curry(fielet),Seasoned young pumpkin,Radish kimchi cubes
204,Steamed sweet rice,Winter mushroom soup,Egg rolls with cheese,Seasoned salad with mung bean jelly and salted seaweed,Ponytail radish kimchi,empty,S homestyle banana milk,Stir-fried rice with broccoli and vegetables,Oyster mushroom soup,Seasoned mandu (dumpling),empty,Pickled beet,S kiwi (50g),S yoghurt (100ml),Steamed sorghum rice,Assorted mushroom stew,Stir-fried cuttlefish and shrimp,Roasted potato and ham with butter,Radish kimchi cubes
205,Steamed red bean rice,Tofu zucchini soup,Grilled spanish mackerel in sauce,Braised burdock slices and konjac,Radish kimchi cubes,empty,empty,Steamed pearl barley rice,Tofu shabu-shabu,Braised pork and sweet potato,Stir-fried zucchini,Perilla leaf kimchi,S kiwi (50g),S orange juice (sugar-free),Steamed chestnut bean rice,Oyster mushroom soup,Pan-fried corn and sea lettuce,Assorted fruit salad,Water kimchi
206,Steamed red bean rice (40),Assorted mushroom stew,Braised alaska pollock,Seasoned salad with grilled aubergine,Water kimchi,S milk with misugaru (mixed grain powder),empty,Paprika rice ball with fried tofu,Carrot soup,Stir-fried pork and lotus root with glass noodles,empty,Radish kimchi cubes,S muffin,S milk (100ml),Steamed sweet rice,Mugwort soup,Braised beef chops,Seasoned salad with broccoli,White kimchi
207,Steamed rice,Spring onion bean sprout soup,Braised pork roll with rice cake in soy sauce,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,empty,S homestyle blueberry milk,Steamed sweet rice and brown rice,Mini chilled buckwheat noodles,Fried mandu (dumpling),Cucumber salad,Water kimchi,S orange (50g),S misugaru (mixed grain powder),Bulgogi vegetable fried rice,Mandu (dumpling) unpressed tofu stew,Stir-fried jukkumi and vegetables in soy sauce,Seasoned spinach,Napa cabbage kimchi
208,Steamed mixed-grain rice (30),Old pumpkin soup,Stir-fried potato and fried fish paste,Seasoned salad with chwinamul in soy paste,Cucumber kimchi,S homestyle blueberry milk,empty,Soy-based shrimp rice bowl,Tofu shabu-shabu,Braised chicken and sweet potato,empty,Radish kimchi cubes,S mini udon (white wheat noodles),S orange juice (sugar-free),Rice with beans,Beef brisket soy paste soup,Stir-fried jukkumi and,Stir-fried zucchini with bean powder,Pickled beet
209,Steamed brown rice,Kimchi soup(clear),Rolled omelette,Grilled salted seaweed,Young radish kimchi,empty,empty,Beef and aubergine over rice,Fried tofu spring onion soup,Sausage broccoli skewers,Apple salad (balsamic vinegar dressing),Ponytail radish kimchi,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S milk (200ml),Steamed mixed-grain rice,Curled mallow soup(clear),Stir-fried boneless pork and kimchi,Pan-fried kimchi and minced pork,Kohlrabi watery kimchi
210,Steamed sweet rice,(no beef) glass noodles cabbage soup,"(low sodium, low sugar) soy sauce-braised beef",Seasoned salad with dried sea lettuce,Napa cabbage kimchi,S banana apple kiwi salad,empty,Steamed rice with thistle and bean sprout + marinade sauce,Daikon soy paste soup,Deep-fried chicken nuggets in soy sauce,empty,Napa cabbage kimchi,S mandarin (80g),S homestyle blueberry milk,Steamed sweet rice,Manila clam korean-leeks soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned winter mushroom and chive,Cucumber kimchi
211,Steamed mixed-grain rice,Soybean paste soup with shiitake mushroom,Stir-fried chive and eggs,Seasoned salad with perilla leaves in vinegar marinade,Water kimchi,S orange (50g),S orange juice,Stir-fried rice beef in oyster sauce,Spring onion bean sprout soup,Braised mini-potato,Pineapple corn salad,Radish kimchi cubes,S raisin potato bowl,S homestyle blueberry milk,Steamed sweet rice,Mussel seaweed soup,Ketchup-braised chicken drumsticks,Seasoned salad with broccoli,Ponytail radish kimchi
212,Steamed corn rice (30),Kimchi tofu soup,Seasoned salad with sweet potato stem in soy paste,Stir-fried zucchini,Water kimchi,S fruit salad (yoghurt dressing),empty,Beef and aubergine over rice,Sujebi with potato,Pan-fried seafood and chive,Lettuce salad in yuzu marinade,Radish kimchi cubes,S banana apple kiwi salad,S milk (150ml),Steamed corn rice,Fried tofu miso soup,Vegetable croquette,Lettuce salad (oriental dressing),Pickled beet
213,Steamed red bean rice,River snail soy paste soup,Stir-fried zucchini and dried shrimp,Braised burdock slices,Water kimchi,S homestyle banana milk,empty,Beef and aubergine over rice,Potato egg soup,Pineapple dumpling + sauce,empty,Pickled korean style daikon,S pan-fried sweet pumpkin,S orange juice,Steamed chestnut bean rice,Assorted mushroom stew,Grilled pork and sweet rice (soy sauce),Seasoned winter mushroom and chive,Radish kimchi cubes
214,Steamed sweet rice,Chive soy paste soup,Soy sauce-braised pork and button mushrooms,Seasoned green bean sprout and carrot,Pickled beet,S yoghurt (100ml),empty,Beef vegetable fried rice,Konjac fried fish paste soup,Roasted potato with butter,Fusilli salad (tomato sauce),Napa cabbage kimchi,S milk with misugaru (mixed grain powder),S grape juice,Steamed red bean rice,Mandu (dumpling) chicken stew,Stir-fried jukkumi and vegetables in soy sauce,Roasted aubergine,Water kimchi
215,Rice with beans,Spring onion egg  soup,Braised chicken with potato and sweet potato,Seasoned salad with aubergine,Radish kimchi cubes,S apple (50g),empty,Steamed pearl barley rice,Mushroom stew in soy sauce,Stir-fried smoked duck and vegetables,Seasoned salad with bellflower root,Napa cabbage kimchi,empty,S homestyle blueberry milk,Steamed sweet rice and red bean,Kimchi soup with fried tofu,Stir-fried jukkumi and,Seasoned perilla leaf and perilla seed,Radish kimchi cubes
216,Steamed corn rice,Cuttlefish daikon soup(clear),Steamed eggs with broccoli,Braised potato and fried fish cake,Water kimchi,S homestyle strawberry milk,empty,Stir-fried rice with shrimp in curry,Chive egg  soup,Pan-fried vegetables with lotus root,Macaroni and vegetable salad (mayonnaise),Radish kimchi cubes,empty,S milk (150ml),Steamed sweet rice,Mandu (dumpling) soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Radish kimchi cubes
217,Steamed sweet rice (add),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Seasoned oyster mushroom,Radish kimchi cubes,S rice punch,empty,Bibimbap with tuna and sprouts,Napa cabbage soy paste soup,Soft crab croquette,empty,Radish kimchi cubes,S milk (100ml),S sweet red bean bun,Steamed sorghum rice (30),Mini-ball rice cake seaweed soup,Neobiani,Seasoned aubergine and perilla seed,Cucumber kimchi
218,Steamed sweet rice,Curled mallow soup(clear),Braised meat ball,Fresh kimchi with spring parsley and pear,Cucumber kimchi,S grape tomato(35g),S homestyle blueberry milk,Steamed sorghum rice,Pork back-bone stew,Stir-fried octopus and vegetables,Roasted aubergine,Radish kimchi cubes,S omija ice cream,empty,Stir-fried rice with teriyaki spinach,Mini-udon (white wheat noodles),Grilled soft crab,Cabbage salad in yuzu marinade,Napa cabbage kimchi
219,Steamed sweet rice,Winter mushroom soup,Braised chicken(breast) in teriyaki sauce,Cabbage salad (sesame dressing),Young radish water kimchi,S bread with chestnut,S milk (100ml),Steamed mixed-grain rice,Young pumpkin soup(clear),Chicken skewers,Apple and lotus root salad,Pickled cucumber,S rice punch,S milk (100ml),Beef and aubergine over rice,Napa cabbage soup with glass noodles,Boneless chicken steak with sauce,Seasoned spinach,Cucumber kimchi
220,Steamed sweet rice (30),Red bean porridge,Braised eggs in soy sauce,Stir-fried broccoli and nuts,Sweet napa cabbage watery kimchi,S blueberry (50g),S milk (100ml),Steamed millet rice,Mussel soup(clear),Stir-fried pork and lotus root with glass noodles,Scrambled eggs,Winter cabbage kimchi,S cheese stick,S orange juice,Steamed pearl barley rice,Shrimp zucchini soup,Stir-fried chicken and pyogo mushroom,Seasoned salad with winter celery in vinegar marinade,Radish kimchi cubes
221,Steamed corn rice,Oyster mushroom soup,Braised meat ball in tomato sauce,Grilled salted seaweed + wild chive marinade sauce,Young radish water kimchi,S milk with misugaru (mixed grain powder),S orange juice,Pork and cabbage over rice,Miso soup,Stir-fried chicken in soy sauce without bones,Banana apple kiwi salad,Napa cabbage kimchi,S milk with misugaru (mixed grain powder),S orange juice,Steamed sweet rice,Unpressedtofu stew,Braised pork shanks,Seasoned salad with sweet potato stem in soy paste,Napa cabbage kimchi
222,Steamed mixed-grain rice (40),Chicken daikon soup,Stir-fried sweet potato stem,Seasoned salad with chwinamul(dried),Water kimchi,S apple (35g),S yoghurt (100ml),Steamed mixed-grain rice,Short rib beef soup(plate),Braised tofu in spicy sauce,Seasoned salad with soft crab and bean sprout,Radish kimchi cubes,S banana apple kiwi salad,S rice punch,Steamed sweet rice,Curled mallow soup(clear),Steamed seafood and sweet pumpkin,Braised black beans,Young radish water kimchi
223,Steamed sorghum rice (30),Young pumpkin soup(clear),Braised shrimp bowl,empty,Water kimchi,S banana (50g),S yoghurt (100ml),Beef and aubergine over rice,Young pumpkin soup(clear),Pan-fried seafood and kimchi,Macaroni corn salad,Pickled beet,S cream tteokbokki (stir-fried rice cake),S orange juice,Steamed red bean rice (30),Kimchi soup(clear),Grilled cutlassfish,Seasoned salad with soft crab and vegetables in vinegar marinade,Ponytail radish kimchi
224,Steamed corn rice (30),Potato zucchini soup,Beans cooked in soy sauce,Seasoned herbs with aubergine,Young radish water kimchi,S banana (50g),S yoghurt (100ml),Pork and cabbage over rice,Seaweed soup,Pan-fried cuttlefish dumpling,Seasoned salad with spicy bean sprout,Ponytail radish kimchi,S raisin potato bowl,S orange juice,Steamed sweet rice,Fried fish paste soup(clear),Stir-fried boneless pork and kimchi,Seasoned salad with chive and apple,Radish kimchi cubes
225,Steamed red bean rice,Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with bellflower root,Napa cabbage kimchi,S cheese,S sweet pumpkin rice punch,Stir-fried rice with broccoli and vegetables,Young pumpkin soup(clear),Braised chicken(breast) in teriyaki sauce,Potato raisin salad,Radish kimchi cubes,S hard boiled egg (50g),S homestyle banana milk,Steamed sweet rice,Tofu shabu-shabu,Pan-fried beef and maesaengyi,Seasoned salad with cucumber and paprika,Napa cabbage kimchi
226,Steamed chestnut bean rice (30),Curled mallow soup(clear),Grilled halibut(fielet),Seasoned salad with aubergine in marinade sauce,Napa cabbage kimchi,S strawberry (100g),S yoghurt (100ml),Seafood mushroom rice bowl,Fried tofu crown daisy soup,Lettuce salad,empty,Radish kimchi cubes,S sweet potato mattang (sugar-glazed deep-fried sweet potato wedge),S homestyle banana milk,Steamed sweet rice,Oyster mushroom soup,Braised pork roll with rice cake in soy sauce,Seasoned salad with spicy bean sprout,Water kimchi
227,Steamed corn rice (30),Seaweed mandu (dumpling) soup,Roasted aubergine,Seasoned salad with bean sprout,Water kimchi,S melon (50g),S yoghurt (100ml),Beef vegetable fried rice,Veggie soup,Mini pork cutlet,Cucumber salad,Pickled beet,S blueberry (50g),S homestyle strawberry milk,Steamed pearl barley rice,Pork back-bone stew,Stir-fried chicken in oyster sauce,Seasoned young pumpkin,Radish kimchi cubes
